state,statehouse_district_number,full_name,first_name,middle_name,last_name,suffix,party_code,incumbent_status,withdrew_status,disqualified_status,notes,district_name,county_name,county_fips,count,predicted_gender,gender_prob
MI,25,Peter Herzberg,Peter,NA,Herzberg,NA,200,0,0,0,NA,State House District 25,Wayne,163,1346866,male,1
MI,25,Melandie Yvonee Hines,Melandie,Yvonee,Hines,NA,200,0,0,0,NA,State House District 25,Wayne,163,70,female,1
MI,25,Salif Kourouma,Salif,NA,Kourouma,NA,200,0,0,0,NA,State House District 25,Wayne,163,6208,male,0.98
MI,25,Lekisha M Maxwell,Lekisha,M,Maxwell,NA,200,0,0,0,NA,State House District 25,Wayne,163,438,female,0.99
MI,25,Layla Taha,Layla,NA,Taha,NA,200,0,0,0,NA,State House District 25,Wayne,163,57381,female,0.96
MI,25,Josh Powell,Josh,NA,Powell,NA,100,0,0,0,NA,State House District 25,Wayne,163,292629,male,1
MI,26,Dylan Wegela,Dylan,NA,Wegela,NA,200,1,0,0,NA,State House District 26,Wayne,163,188158,male,0.99
MI,26,DeArtriss Coleman-Richardson,DeArtriss,NA,Coleman-Richardson,NA,200,0,0,0,NA,State House District 26,Wayne,163,NA,NA,NA
MI,26,Jeff Gorman,Jeff,NA,Gorman,NA,100,0,0,0,NA,State House District 26,Wayne,163,556156,male,1
MI,27,Jaime Churches,Jaime,NA,Churches,NA,200,1,0,0,NA,State House District 27,Wayne,163,202646,male,0.96
MI,27,Cody Dill,Cody,NA,Dill,NA,100,0,0,0,NA,State House District 27,Wayne,163,100225,male,0.99
MI,27,Rylee Linting,Rylee,NA,Linting,NA,100,0,0,0,NA,State House District 27,Wayne,163,1068,female,0.82
MI,27,Maria Mendoza-Boc,Maria,NA,Mendoza-Boc,NA,100,0,0,0,NA,State House District 27,Wayne,163,3992910,female,0.99
MI,27,Frank A Tarnowski Jr,Frank,A,Tarnowski,Jr,100,0,1,0,NA,State House District 27,Wayne,163,679228,male,1
MI,28,Jamie Thompson,Jamie,NA,Thompson,NA,100,1,0,0,NA,State House District 28,Monroe,115,107043,male,0.66
MI,28,Joe DeSana,Joe,NA,DeSana,NA,100,0,1,0,NA,State House District 28,Monroe,115,724158,male,0.99
MI,28,Beth Ann Socia,Beth,Ann,Socia,NA,100,0,0,0,NA,State House District 28,Monroe,115,197155,female,1
MI,28,Janise O'Neil Robinson,Janise,NA,O'Neil Robinson,NA,200,0,0,0,NA,State House District 28,Monroe,115,1505,female,0.99
MI,29,James DeSana,James,NA,DeSana,NA,100,1,0,0,NA,State House District 29,Wayne,163,1458986,male,1
MI,29,Kyle Wright,Kyle,NA,Wright,NA,200,0,0,0,NA,State House District 29,Wayne,163,272309,male,0.99
MI,30,William Bruck,William,NA,Bruck,NA,100,1,0,0,NA,State House District 30,Monroe,115,915825,male,1
MI,30,Rick Kull,Rick,NA,Kull,NA,200,0,0,0,NA,State House District 30,Monroe,115,319578,male,1
MI,31,Reggie Miller,Reggie,NA,Miller,NA,200,1,0,0,NA,State House District 31,Monroe,115,8303,male,0.93
MI,31,Dale Biniecki,Dale,NA,Biniecki,NA,100,0,0,0,NA,State House District 31,Monroe,115,30591,male,0.93
MI,32,Jimmie Wilson Jr.,Jimmie,NA,Wilson,Jr.,200,1,0,0,NA,State House District 32,Washtenaw,161,4049,male,0.92
MI,32,James Chapman,James,NA,Chapman,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,1458986,male,1
MI,32,Martin A Church,Martin,A,Church,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,1077102,male,0.99
MI,32,Jonathan Hoover,Jonathan,NA,Hoover,NA,100,0,0,0,NA,State House District 32,Washtenaw,161,794909,male,1
MI,32,Ryan Sample,Ryan,NA,Sample,NA,300,0,0,0,Green Party,State House District 32,Washtenaw,161,645787,male,0.99
MI,33,Morgan Foreman,Morgan,NA,Foreman,NA,200,0,0,0,NA,State House District 33,Washtenaw,161,55305,male,0.64
MI,33,Rima Mohammad,Rima,NA,Mohammad,NA,200,0,0,0,NA,State House District 33,Washtenaw,161,49175,female,0.97
MI,33,Alan L Dettling,Alan,L,Dettling,NA,100,0,1,0,NA,State House District 33,Washtenaw,161,513691,male,1
MI,33,Jason Rogers,Jason,NA,Rogers,NA,100,0,0,0,NA,State House District 33,Washtenaw,161,786241,male,1
MI,34,Nancy Jenkins-Arno,Nancy,NA,Jenkins-Arno,NA,100,0,0,0,NA,State House District 34,Lenawee,091,668231,female,1
MI,34,John E Dahlgren,John,E,Dahlgren,NA,200,0,0,0,NA,State House District 34,Lenawee,091,2692560,male,1
MI,35,Tom Matthew,Tom,NA,Matthew,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,841896,male,0.99
MI,35,Adam K Stockford,Adam,K,Stockford,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,832821,male,0.98
MI,35,Jennifer Wortz,Jennifer,NA,Wortz,NA,100,0,0,0,NA,State House District 35,Hillsdale,059,1101898,female,1
MI,35,Don Hicks,Don,NA,Hicks,NA,200,0,0,0,NA,State House District 35,Hillsdale,059,307854,male,0.99
MI,36,Steve Carra,Steve,NA,Carra,NA,100,1,0,0,NA,State House District 36,St. Joseph,149,864950,male,1
MI,36,Michael Malmborg,Michael,NA,Malmborg,NA,100,0,0,0,NA,State House District 36,St. Joseph,149,2530843,male,1
MI,36,Frank Perez,Frank,NA,Perez,NA,100,0,0,0,NA,State House District 36,St. Joseph,149,679228,male,1
MI,36,Erin L Schultes,Erin,L,Schultes,NA,200,0,0,0,NA,State House District 36,St. Joseph,149,216130,female,0.99
MI,37,Brad Paquette,Brad,NA,Paquette,NA,100,1,0,0,NA,State House District 37,Berrien,021,195732,male,1
MI,37,Angela Jones,Angela,NA,Jones,NA,200,0,0,0,NA,State House District 37,Berrien,021,925931,female,1
MI,38,Joey Andrews,Joey,NA,Andrews,NA,200,1,0,0,NA,State House District 38,Berrien,021,59100,male,0.8
MI,38,George Lucas,George,NA,Lucas,NA,100,0,0,0,NA,State House District 38,Berrien,021,673079,male,0.99
MI,38,Kevin Whiteford,Kevin,NA,Whiteford,NA,100,0,0,0,NA,State House District 38,Berrien,021,1257153,male,1
MI,39,Pauline Wendzel,Pauline,NA,Wendzel,NA,100,1,0,0,NA,State House District 39,Van Buren,159,236053,female,0.99
MI,39,Richard Overton,Richard,NA,Overton,NA,100,0,0,0,NA,State House District 39,Van Buren,159,1163098,male,1
MI,39,Kerry Tapper,Kerry,NA,Tapper,NA,200,0,0,0,NA,State House District 39,Van Buren,159,32365,female,0.79
MI,39,Jared Polonowski,Jared,NA,Polonowski,NA,200,0,0,0,NA,State House District 39,Van Buren,159,105432,male,1
MI,40,Lisa Brayton,Lisa,NA,Brayton,NA,200,0,0,0,NA,State House District 40,Kalamazoo,077,990101,female,1
MI,40,Matt Longjohn,Matt,NA,Longjohn,NA,200,0,0,0,NA,State House District 40,Kalamazoo,077,484010,male,1
MI,40,Abby Wheeler,Abby,NA,Wheeler,NA,200,0,1,0,NA,State House District 40,Kalamazoo,077,77693,female,0.98
MI,40,Kelly Sackett,Kelly,NA,Sackett,NA,100,0,0,0,NA,State House District 40,Kalamazoo,077,194757,female,0.91
MI,41,Julie Rogers,Julie,NA,Rogers,NA,200,1,0,0,NA,State House District 41,Kalamazoo,077,754260,female,0.99
MI,41,Terry Haines,Terry,NA,Haines,NA,100,0,0,0,NA,State House District 41,Kalamazoo,077,89955,male,0.75
MI,41,Nicole C Sabel,Nicole,C,Sabel,NA,100,0,0,0,NA,State House District 41,Kalamazoo,077,760366,female,1
MI,41,Rafael Wolf,Rafael,NA,Wolf,NA,300,0,0,0,Libertarian Party,State House District 41,Kalamazoo,077,636453,male,1
MI,42,Matt Hall,Matt,NA,Hall,NA,100,1,0,0,NA,State House District 42,Kalamazoo,077,484010,male,1
MI,42,Rich Cutshaw,Rich,NA,Cutshaw,NA,100,0,0,0,NA,State House District 42,Kalamazoo,077,114319,male,0.99
MI,42,Austin Marsman,Austin,NA,Marsman,NA,200,0,0,0,NA,State House District 42,Kalamazoo,077,138652,male,0.99
MI,43,Rachelle Smit,Rachelle,NA,Smit,NA,100,1,0,0,NA,State House District 43,Allegan,005,42027,female,0.99
MI,43,Danene Shumaker,Danene,NA,Shumaker,NA,200,0,0,0,NA,State House District 43,Allegan,005,222,female,1
MI,44,Jim Haadsma,Jim,NA,Haadsma,NA,200,1,0,0,NA,State House District 44,Calhoun,025,607340,male,1
MI,44,Steve Frisbie,Steve,NA,Frisbie,NA,100,0,0,0,NA,State House District 44,Calhoun,025,864950,male,1
MI,44,Alexander W Harris,Alexander,W,Harris,NA,100,0,0,0,NA,State House District 44,Calhoun,025,644339,male,1
MI,44,Just Shotts,Just,NA,Shotts,NA,100,0,0,0,NA,State House District 44,Calhoun,025,8870,male,0.61
MI,45,Sarah Lightner,Sarah,NA,Lightner,NA,100,1,0,0,NA,State House District 45,Calhoun,025,1283097,female,0.99
MI,45,Doug Murch,Doug,NA,Murch,NA,200,0,0,0,NA,State House District 45,Calhoun,025,185436,male,1
MI,46,Kathy Schmaltz,Kathy,NA,Schmaltz,NA,100,1,0,0,NA,State House District 46,Jackson,075,369756,female,1
MI,46,Daniel J Mahoney,Daniel,J,Mahoney,NA,200,0,0,0,NA,State House District 46,Jackson,075,2466344,male,0.99
MI,47,Carrie A Rheingans,Carrie,A,Rheingans,NA,200,1,0,0,NA,State House District 47,Washtenaw,161,120191,female,1
MI,47,Tammy May Keller,Tammy,May,Keller,NA,100,0,0,0,NA,State House District 47,Washtenaw,161,187619,female,0.99
MI,47,Teresa Spiegelberg,Teresa,NA,Spiegelberg,NA,100,0,0,0,NA,State House District 47,Washtenaw,161,543339,female,1
MI,47,Aaron Wright,Aaron,NA,Wright,NA,300,0,0,0,Green Party,State House District 47,Washtenaw,161,376518,male,1
MI,48,Jennifer A Conlin,Jennifer,A,Conlin,NA,200,1,0,0,NA,State House District 48,Washtenaw,161,1101898,female,1
MI,48,Tawn Beliger,Tawn,NA,Beliger,NA,100,0,0,0,NA,State House District 48,Washtenaw,161,62,female,0.56
MI,48,Brian Ignatowski,Brian,NA,Ignatowski,NA,100,0,0,0,NA,State House District 48,Washtenaw,161,860237,male,1
MI,48,Eric Borregard,Eric,NA,Borregard,NA,300,0,0,0,Green Party,State House District 48,Washtenaw,161,980705,male,1
MI,49,Ann Bollin,Ann,NA,Bollin,NA,100,1,0,0,NA,State House District 49,Livingston,093,362757,female,0.99
MI,49,Andy Wood,Andy,NA,Wood,NA,200,0,0,0,NA,State House District 49,Livingston,093,488123,male,0.96
MI,50,Robert Bezotte,Robert,NA,Bezotte,NA,100,1,0,0,NA,State House District 50,Livingston,093,1566661,male,1
MI,50,Kristina Lyke,Kristina,NA,Lyke,NA,100,0,0,0,NA,State House District 50,Livingston,093,196138,female,0.99
MI,50,Dominic Restuccia,Dominic,NA,Restuccia,NA,100,0,0,0,NA,State House District 50,Livingston,093,107611,male,0.99
MI,50,Jason Woolford,Jason,NA,Woolford,NA,100,0,0,0,NA,State House District 50,Livingston,093,786241,male,1
MI,50,Austin Breuer,Austin,NA,Breuer,NA,200,0,0,0,NA,State House District 50,Livingston,093,138652,male,0.99
MI,51,Matt Maddock,Matt,NA,Maddock,NA,100,1,0,0,NA,State House District 51,Oakland,125,484010,male,1
MI,51,Laura Vogel,Laura,NA,Vogel,NA,100,0,1,0,NA,State House District 51,Oakland,125,1745666,female,0.99
MI,51,Kevin Ziegler,Kevin,NA,Ziegler,NA,100,0,0,0,NA,State House District 51,Oakland,125,1257153,male,1
MI,51,Sarah May-Seward,Sarah,NA,May-Seward,NA,200,0,0,0,NA,State House District 51,Oakland,125,1283097,female,0.99
MI,51,Debbie Llewellyn,Debbie,NA,Llewellyn,NA,200,0,0,0,NA,State House District 51,Oakland,125,338942,female,1
MI,52,Mike Harris,Mike,NA,Harris,NA,100,1,0,0,NA,State House District 52,Oakland,125,1145946,male,1
MI,52,Caroline Dargay,Caroline,NA,Dargay,NA,200,0,0,0,NA,State House District 52,Oakland,125,482540,female,1
MI,53,Brenda Carter,Brenda,NA,Carter,NA,200,1,0,0,NA,State House District 53,Oakland,125,415320,female,1
MI,53,Melissa Schultz,Melissa,NA,Schultz,NA,100,0,0,0,NA,State House District 53,Oakland,125,645010,female,1
MI,54,Donni Steele,Donni,NA,Steele,NA,100,1,0,0,NA,State House District 54,Oakland,125,449,male,0.83
MI,54,Annette LeBaron,Annette,NA,LeBaron,NA,100,0,1,0,NA,State House District 54,Oakland,125,152510,female,1
MI,54,Shadia Martini,Shadia,NA,Martini,NA,200,0,0,0,NA,State House District 54,Oakland,125,8601,female,0.98
MI,55,Mark Tisdel,Mark,NA,Tisdel,NA,100,1,0,0,NA,State House District 55,Oakland,125,1378167,male,1
MI,55,Trevis Harrold,Trevis,NA,Harrold,NA,200,0,0,0,NA,State House District 55,Oakland,125,1061,male,0.99
MI,55,Alexander Hawkins,Alexander,NA,Hawkins,NA,200,0,0,0,NA,State House District 55,Oakland,125,644339,male,1
MI,55,Neil Oza,Neil,NA,Oza,NA,200,0,1,0,NA,State House District 55,Oakland,125,206722,male,1
MI,56,Sharon MacDonell,Sharon,NA,MacDonell,NA,200,1,0,0,NA,State House District 56,Oakland,125,489621,female,0.99
MI,56,Dave Kniffen,Dave,NA,Kniffen,NA,100,0,0,0,NA,State House District 56,Oakland,125,515066,male,1
MI,57,Thomas E Kuhn,Thomas,E,Kuhn,NA,100,1,0,0,NA,State House District 57,Macomb,099,1246099,male,1
MI,57,Aisha Farooqi,Aisha,NA,Farooqi,NA,200,0,0,0,NA,State House District 57,Macomb,099,95259,female,0.98
MI,57,Tyler Fox,Tyler,NA,Fox,NA,200,0,0,0,NA,State House District 57,Macomb,099,216488,male,0.99
MI,57,Douglas Waggener,Douglas,NA,Waggener,NA,200,0,0,0,NA,State House District 57,Macomb,099,226153,male,1
MI,58,Nate Shannon,Nate,NA,Shannon,NA,200,1,0,0,NA,State House District 58,Macomb,099,20333,male,0.97
MI,58,Donald T Eason,Donald,T,Eason,NA,100,0,1,0,NA,State House District 58,Macomb,099,193170,male,1
MI,58,Roger Goodrich,Roger,NA,Goodrich,NA,100,0,0,0,NA,State House District 58,Macomb,099,377833,male,1
MI,58,Ron Robinson,Ron,NA,Robinson,NA,100,0,0,0,NA,State House District 58,Macomb,099,314252,male,0.99
MI,59,Douglas C Wozniak,Douglas,C,Wozniak,NA,100,1,0,0,NA,State House District 59,Macomb,099,226153,male,1
MI,59,Jean Zott,Jean,NA,Zott,NA,100,0,0,0,NA,State House District 59,Macomb,099,802250,female,0.62
MI,59,Jason Pulaski,Jason,NA,Pulaski,NA,200,0,0,0,NA,State House District 59,Macomb,099,786241,male,1
MI,60,Joseph Aragona,Joseph,NA,Aragona,NA,100,1,0,0,NA,State House District 60,Macomb,099,790654,male,0.99
MI,60,Shelly Fraley,Shelly,NA,Fraley,NA,200,0,0,0,NA,State House District 60,Macomb,099,20492,female,0.97
MI,61,Denise Mentzer,Denise,NA,Mentzer,NA,200,1,0,0,NA,State House District 61,Macomb,099,408243,female,1
MI,61,Russ Clearly,Russ,NA,Clearly,NA,100,0,0,0,NA,State House District 61,Macomb,099,44074,male,1
MI,61,John Grosssenbacher,John,NA,Grosssenbacher,NA,100,0,0,0,NA,State House District 61,Macomb,099,2692560,male,1
MI,61,Robert Woktowicz,Robert,NA,Woktowicz,NA,100,0,0,0,NA,State House District 61,Macomb,099,1566661,male,1
MI,62,Alicia St. Germaine,Alicia,NA,St. Germaine,NA,100,1,0,0,NA,State House District 62,Macomb,099,385039,female,0.99
MI,62,Michelle Levine-Woodman,Michelle,NA,Levine-Woodman,NA,200,0,0,0,NA,State House District 62,Macomb,099,904069,female,1
MI,63,Jay DeBoyer,Jay,NA,DeBoyer,NA,100,1,0,0,NA,State House District 63,St. Clair,147,361798,male,0.97
MI,63,Michael Zoran,Michael,NA,Zoran,NA,100,0,0,0,NA,State House District 63,St. Clair,147,2530843,male,1
MI,63,Robert E Kelly-McFarland,Robert,E,Kelly-McFarland,NA,200,0,0,0,NA,State House District 63,St. Clair,147,1566661,male,1
MI,64,John Anter,John,NA,Anter,NA,200,0,0,0,NA,State House District 64,St. Clair,147,2692560,male,1
MI,64,Mathew Castillo,Mathew,NA,Castillo,NA,200,0,0,0,NA,State House District 64,St. Clair,147,61680,male,0.99
MI,64,Ken Heuvelman,Ken,NA,Heuvelman,NA,200,0,0,0,NA,State House District 64,St. Clair,147,337251,male,0.99
MI,64,Jorja Baldwin,Jorja,NA,Baldwin,NA,100,0,0,0,NA,State House District 64,St. Clair,147,1024,female,0.98
MI,64,Gary R Eisen,Gary,R,Eisen,NA,100,0,0,0,NA,State House District 64,St. Clair,147,504588,male,1
MI,64,Jordan Epperson,Jordan,NA,Epperson,NA,100,0,1,0,NA,State House District 64,St. Clair,147,148590,male,0.9
MI,64,Dan Geiersbach,Dan,NA,Geiersbach,NA,100,0,0,0,NA,State House District 64,St. Clair,147,552501,male,0.99
MI,64,Ryan Maxon,Ryan,NA,Maxon,NA,100,0,0,0,NA,State House District 64,St. Clair,147,645787,male,0.99
MI,64,Joseph G Pavlov,Joseph,G,Pavlov,NA,100,0,0,0,NA,State House District 64,St. Clair,147,790654,male,0.99
MI,65,Jaime Greene,Jaime,NA,Greene,NA,100,1,0,0,NA,State House District 65,St. Clair,147,202646,male,0.96
MI,65,Shirley Tomczak,Shirley,NA,Tomczak,NA,200,0,0,0,NA,State House District 65,St. Clair,147,239202,female,1
MI,66,Josh Schriver,Josh,NA,Schriver,NA,100,1,0,0,NA,State House District 66,Oakland,125,292629,male,1
MI,66,Randy LeVasseur,Randy,NA,LeVasseur,NA,100,0,0,0,NA,State House District 66,Oakland,125,223897,male,0.99
MI,66,Jeffrey M Omtvedt,Jeffrey,M,Omtvedt,NA,100,0,1,0,NA,State House District 66,Oakland,125,270873,male,1
MI,66,Shawn Almeranti-Crosby,Shawn,NA,Almeranti-Crosby,NA,200,0,0,0,NA,State House District 66,Oakland,125,50363,male,0.94
MI,67,Phil Green,Phil,NA,Green,NA,100,1,0,0,NA,State House District 67,Lapeer,087,221477,male,0.99
MI,67,Sherri J Cross,Sherri,J,Cross,NA,100,0,0,0,NA,State House District 67,Lapeer,087,47277,female,1
MI,67,Sherry J Marden,Sherry,J,Marden,NA,100,0,0,0,NA,State House District 67,Lapeer,087,129009,female,0.99
MI,67,Anissa J Buffin,Anissa,J,Buffin,NA,200,0,0,0,NA,State House District 67,Lapeer,087,29945,female,0.98
MI,68,David W Martin,David,W,Martin,NA,100,1,0,0,NA,State House District 68,Genesee,049,3489607,male,1
MI,68,Tim Sneller,Tim,NA,Sneller,NA,200,0,0,0,NA,State House District 68,Genesee,049,566116,male,1
MI,69,Jasper Ryan Martus,Jasper,Ryan,Martus,NA,200,1,0,0,NA,State House District 69,Genesee,049,40204,male,0.99
MI,69,Patrick Duvendeck,Patrick,NA,Duvendeck,NA,100,0,0,0,NA,State House District 69,Genesee,049,917582,male,1
MI,70,Cynthia R Neeley,Cynthia,R,Neeley,NA,200,1,0,0,NA,State House District 70,Genesee,049,346628,female,1
MI,70,Michael Floyd Clack,Michael,Floyd,Clack,NA,200,0,0,0,NA,State House District 70,Genesee,049,2530843,male,1
MI,70,Rob Waskoviak,Rob,NA,Waskoviak,NA,100,0,0,0,NA,State House District 70,Genesee,049,362047,male,1
MI,71,Brian BeGole,Brian,NA,BeGole,NA,100,1,0,0,NA,State House District 71,Shiawassee,155,860237,male,1
MI,71,Kevin Rathbun,Kevin,NA,Rathbun,NA,100,0,0,0,NA,State House District 71,Shiawassee,155,1257153,male,1
MI,71,Mark D Zacharda,Mark,D,Zacharda,NA,200,0,0,0,NA,State House District 71,Shiawassee,155,1378167,male,1
MI,72,Mike Mueller,Mike,NA,Mueller,NA,100,1,0,0,NA,State House District 72,Genesee,049,1145946,male,1
MI,72,John Dolza,John,NA,Dolza,NA,200,0,0,0,NA,State House District 72,Genesee,049,2692560,male,1
MI,73,Julie Brixie,Julie,NA,Brixie,NA,200,1,0,0,NA,State House District 73,Ingham,065,754260,female,0.99
MI,73,Joshua J Rockey,Joshua,J,Rockey,NA,100,0,0,0,NA,State House District 73,Ingham,065,399309,male,1
MI,74,Kara Hope,Kara,NA,Hope,NA,200,1,0,0,NA,State House District 74,Ingham,065,75290,female,0.87
MI,74,Tom Izzo,Tom,NA,Izzo,NA,100,0,0,0,NA,State House District 74,Ingham,065,841896,male,0.99
MI,75,Penelope Tsernoglou,Penelope,NA,Tsernoglou,NA,200,1,0,0,NA,State House District 75,Clinton,037,23234,female,0.99
MI,75,Frank Lambert,Frank,NA,Lambert,NA,100,0,0,0,NA,State House District 75,Clinton,037,679228,male,1
MI,76,Angela Witwer,Angela,NA,Witwer,NA,200,1,0,0,NA,State House District 76,Eaton,045,925931,female,1
MI,76,Peter Jones,Peter,NA,Jones,NA,100,0,0,0,NA,State House District 76,Eaton,045,1346866,male,1
MI,76,Andy Shaver,Andy,NA,Shaver,NA,100,0,0,0,NA,State House District 76,Eaton,045,488123,male,0.96
MI,77,Emily E Dievendorf,Emily,E,Dievendorf,NA,200,1,0,0,NA,State House District 77,Clinton,037,482802,female,1
MI,77,Angela Mathews,Angela,NA,Mathews,NA,200,0,0,0,NA,State House District 77,Clinton,037,925931,female,1
MI,77,Julie L DeRose,Julie,L,DeRose,NA,100,0,0,0,NA,State House District 77,Clinton,037,754260,female,0.99
MI,77,Cady Ness-Smith,Cady,NA,Ness-Smith,NA,100,0,0,0,NA,State House District 77,Clinton,037,2117,female,0.94
MI,78,Gina Johnsen,Gina,NA,Johnsen,NA,100,1,0,0,NA,State House District 78,Ionia,067,244642,female,0.99
MI,78,Joh Rocha,Joh,NA,Rocha,NA,100,0,0,0,NA,State House District 78,Ionia,067,4644,male,0.8
MI,78,Christine M Terpening,Christine,M,Terpening,NA,200,0,0,0,NA,State House District 78,Ionia,067,668012,female,1
MI,79,Angela Rigas,Angela,NA,Rigas,NA,100,1,0,0,NA,State House District 79,Barry,015,925931,female,1
MI,79,Jason Rubin,Jason,NA,Rubin,NA,200,0,0,0,NA,State House District 79,Barry,015,786241,male,1
MI,80,Phil Skaggs,Phil,NA,Skaggs,NA,200,1,0,0,NA,State House District 80,Kent,081,221477,male,0.99
MI,80,Bill Sage,Bill,NA,Sage,NA,100,0,0,0,NA,State House District 80,Kent,081,465128,male,1
MI,81,Stephen Wooden,Stephen,NA,Wooden,NA,200,0,0,0,NA,State House District 81,Kent,081,562489,male,1
MI,81,Jordan Youngquist,Jordan,NA,Youngquist,NA,100,0,0,0,NA,State House District 81,Kent,081,148590,male,0.9
MI,82,Kristian Grant,Kristian,NA,Grant,NA,200,1,0,0,NA,State House District 82,Kent,081,27198,male,0.97
MI,82,Ryan Malinoski,Ryan,NA,Malinoski,NA,100,0,0,0,NA,State House District 82,Kent,081,645787,male,0.99
MI,83,John Fitzgerald,John,NA,Fitzgerald,NA,200,1,0,0,NA,State House District 83,Kent,081,2692560,male,1
MI,83,Cindy Ramirez Amante,Cindy,NA,Ramirez Amante,NA,100,0,1,0,NA,State House District 83,Kent,081,476902,female,1
MI,83,Tommy Brann,Tommy,NA,Brann,NA,100,0,0,0,NA,State House District 83,Kent,081,181720,male,0.99
MI,83,Miguel Pilar,Miguel,NA,Pilar,NA,100,0,1,0,NA,State House District 83,Kent,081,1041876,male,1
MI,84,Carol Glanville,Carol,NA,Glanville,NA,200,1,0,0,NA,State House District 84,Kent,081,476340,female,0.99
MI,84,Justin Rackham,Justin,NA,Rackham,NA,200,0,0,0,NA,State House District 84,Kent,081,440077,male,0.99
MI,84,Ben June,Ben,NA,June,NA,100,0,0,0,NA,State House District 84,Kent,081,559723,male,0.98
MI,84,John Wetzel,John,NA,Wetzel,NA,100,0,0,0,NA,State House District 84,Kent,081,2692560,male,1
MI,85,Bradley Slagh,Bradley,NA,Slagh,NA,100,1,0,0,NA,State House District 85,Ottawa,139,90017,male,1
MI,85,Marcia Mansaray,Marcia,NA,Mansaray,NA,200,0,0,0,NA,State House District 85,Ottawa,139,197260,female,1
MI,86,Nancy De Boer,Nancy,NA,DeBoer,NA,100,1,0,0,NA,State House District 86,Ottawa,139,668231,female,1
MI,86,Abby Klomparens,Abby,NA,Klomparens,NA,200,0,0,0,NA,State House District 86,Ottawa,139,77693,female,0.98
MI,87,Will Snyder,Will,NA,Snyder,NA,200,1,0,0,NA,State House District 87,Muskegon,121,168243,male,0.99
MI,87,Chip Chipman,Chip,NA,Chipman,NA,100,0,0,0,NA,State House District 87,Muskegon,121,19906,male,0.99
MI,87,Rich McClain,Rich,NA,McClain,NA,300,0,0,0,Libertarian Party,State House District 87,Muskegon,121,114319,male,0.99
MI,88,Greg VanWoerkom,Greg,NA,VanWoerkom,NA,100,1,0,0,NA,State House District 88,Ottawa,139,385841,male,1
MI,88,Tim Meyer,Tim,NA,Meyer,NA,200,0,0,0,NA,State House District 88,Ottawa,139,566116,male,1
MI,89,Luke Meerman,Luke,NA,Meerman,NA,100,1,0,0,NA,State House District 89,Ottawa,139,205280,male,1
MI,89,Lois E Maassen,Lois,E,Maassen,NA,200,0,0,0,NA,State House District 89,Ottawa,139,57781,female,0.96
MI,90,Bryan Posthumus,Bryan,NA,Posthumus,NA,100,1,0,0,NA,State House District 90,Kent,081,316081,male,1
